lag1,lag2,lag3,lag4,lag5,vol_moy_5j,vol_moy_10j,vol_moy_20j
-0.0031095154117792845,-0.0029204708989709616,-0.0009824614971876144,-0.0014179300051182508,-0.001619540504179895,-0.00106778834015131,-0.003722504712641239,-0.004242394585162401
-0.0032970726024359465,-0.0004790903185494244,-0.0019034158904105425,-0.0013256195234134793,-0.001574234222061932,-0.0005552965449169278,-0.005132215563207865,-0.0033511884976178408
-0.002424473175778985,-0.0026929115410894156,-0.0027174013666808605,-0.002531767589971423,-0.0032543616835027933,-0.0014316904125735164,-0.002263727132230997,-0.0076024169102311134
-0.0031969654373824596,-0.00027511545340530574,-0.002370000584051013,-0.0003931625687982887,-0.0013443762436509132,-0.0007782647735439241,-0.0026889678556472063,-0.005259597674012184
-0.004473067354410887,-0.0022656144574284554,-0.00033268475090153515,-0.00203726370818913,-0.0014253800036385655,-0.0007811837713234127,-0.003563026897609234,-0.00519383093342185
-0.0028449948877096176,-0.0005417208885774016,-0.001742216176353395,-0.0001915621687658131,-0.0017960764234885573,-0.0012669316492974758,-0.004255226347595453,-0.003328524762764573
-0.0011896901996806264,-0.0008363426313735545,-0.0019433669513091445,-0.0011519253021106124,0.00013856901205144823,-0.0004984267288818955,-0.003764752997085452,-0.006407033186405897
4.9773352657211944e-05,-0.0022012137342244387,-0.002171295927837491,-0.0018308687722310424,-0.0008022441761568189,-0.0017135345842689276,-0.0044923750683665276,-0.007151734083890915
-0.0016262142453342676,-0.00013136454799678177,-0.0017981620039790869,-0.000834529404528439,-0.0015298768412321806,-0.0009379514958709478,-0.004947346169501543,-0.006893369369208813
5.292277819535229e-06,-0.0015914010582491755,0.00027839551330544055,-0.001342577743344009,-0.00146689941175282,-0.0005107750184834003,-0.004894016310572624,-0.0082180080935359
0.0002500981208868325,-0.0002474624488968402,-0.002455851063132286,-0.00037068300298415124,-0.0010567798744887114,-0.000720060255844146,-0.004324608948081732,-0.006726334802806377
0.0011394490720704198,-0.000504026364069432,0.00014833245950285345,-0.0006291308091022074,0.0006584323709830642,0.0013826447539031506,-0.0022299380507320166,-0.005246270913630724
0.0002562061417847872,7.782638022035826e-06,-0.0012328855227679014,0.0007186645525507629,-0.002796637127175927,-0.00012118944141548127,-0.0005124716553837061,-0.006334071047604084
0.004521348513662815,8.602529123891145e-05,0.004464919678866863,0.0006747716688551009,-0.0008349282434210181,-0.0022041606716811657,0.00022836652351543307,-0.0032950767781585455
0.003025772050023079,-0.0024208638351410627,-0.0008054042118601501,-0.0017453302862122655,-0.0019758387934416533,0.0011101228883489966,0.0008390892180614173,-0.0026945227291435003
0.0006798949325457215,0.002364632673561573,0.000665427593048662,-0.00044633247307501733,-0.00020697711443062872,0.0037377465050667524,-0.0005715033621527255,-0.0044919587671756744
-0.0037453300319612026,-0.0002912186027970165,0.002605963731184602,-5.3833402489544824e-05,-0.000312954158289358,-0.001695132814347744,0.00346050295047462,-0.0027396243531256914
0.0013606357388198376,-0.00066544977016747,0.00034616305492818356,0.002385364379733801,-0.0023612419608980417,0.0007433759164996445,0.0017967841122299433,-0.001570692053064704
-0.0007606683648191392,0.00034160245559178293,-0.001308415667153895,-0.00033480164711363614,0.0010373080149292946,-0.001071646111086011,0.0017349853878840804,-0.0019925537053495646
0.0011465187417343259,-0.002134514506906271,0.0005627114442177117,-0.0027906266041100025,0.0006544313509948552,-0.0019207793520763516,0.0016943749506026506,-0.0017351501155644655
-0.002647938672453165,-0.0005163034657016397,-0.003226679051294923,-0.0003858966811094433,-0.0005791974836029112,-0.0020884608384221792,0.0005238585290499032,-0.002309331437572837
