ticker,date,close
AEP,1962-04-11,35.31
HON,1962-04-11,6.96
AEP,1962-04-12,35.44
HON,1962-04-12,6.89
AEP,1962-04-13,35.25
HON,1962-04-13,6.94
AEP,1962-04-16,35.0
HON,1962-04-16,6.85
AEP,1962-04-17,34.94
HON,1962-04-17,6.96
AEP,1962-04-18,34.88
HON,1962-04-18,6.89
AEP,1962-04-19,35.25
HON,1962-04-19,6.89
AEP,1962-04-23,35.25
HON,1962-04-23,6.83
AEP,1962-04-24,35.44
HON,1962-04-24,6.79
AEP,1962-04-25,35.58
HON,1962-04-25,6.61
AEP,1962-04-26,35.58
HON,1962-04-26,6.55
AEP,1962-04-27,35.0
HON,1962-04-27,6.51
AEP,1962-04-30,33.5
HON,1962-04-30,6.57
AEP,1962-05-01,33.62
HON,1962-05-01,6.66
AEP,1962-05-02,33.0
HON,1962-05-02,6.64
AEP,1962-05-03,32.5
HON,1962-05-03,6.74
AEP,1962-05-04,32.69
HON,1962-05-04,6.68
AEP,1962-05-07,32.31
HON,1962-05-07,6.68
AEP,1962-05-08,32.31
HON,1962-05-08,6.57
AEP,1962-05-09,32.25
HON,1962-05-09,6.44
AEP,1962-05-10,32.25
HON,1962-05-10,6.36
AEP,1962-05-11,32.19
HON,1962-05-11,6.36
AEP,1962-05-14,32.25
HON,1962-05-14,6.68
AEP,1962-05-15,33.0
HON,1962-05-15,6.57
AEP,1962-05-16,33.19
HON,1962-05-16,6.42
AEP,1962-05-17,33.25
HON,1962-05-17,6.33
AEP,1962-05-18,33.25
HON,1962-05-18,6.18
AEP,1962-05-21,33.38
HON,1962-05-21,6.23
AEP,1962-05-22,32.94
HON,1962-05-22,6.12
AEP,1962-05-23,32.5
HON,1962-05-23,6.05
AEP,1962-05-24,32.0
HON,1962-05-24,6.03
AEP,1962-05-25,29.75
HON,1962-05-25,6.01
AEP,1962-05-28,27.0
HON,1962-05-28,5.78
AEP,1962-05-29,29.75
HON,1962-05-29,6.29
AEP,1962-05-31,31.12
HON,1962-05-31,6.27
AEP,1962-06-01,30.25
HON,1962-06-01,6.18
AEP,1962-06-04,29.25
HON,1962-06-04,6.03
AEP,1962-06-05,29.5
HON,1962-06-05,6.18
AEP,1962-06-06,30.5
HON,1962-06-06,6.2
AEP,1962-06-07,30.88
HON,1962-06-07,6.18
AEP,1962-06-08,31.0
HON,1962-06-08,6.25
AEP,1962-06-11,30.38
HON,1962-06-11,6.06
AEP,1962-06-12,29.88
HON,1962-06-12,5.93
AEP,1962-06-13,29.5
HON,1962-06-13,5.86
AEP,1962-06-14,28.5
HON,1962-06-14,5.73
AEP,1962-06-15,28.62
HON,1962-06-15,5.8
AEP,1962-06-18,28.94
HON,1962-06-18,5.69
AEP,1962-06-19,29.12
HON,1962-06-19,5.8
AEP,1962-06-20,28.81
HON,1962-06-20,5.75
AEP,1962-06-21,28.25
HON,1962-06-21,5.61
AEP,1962-06-22,28.0
HON,1962-06-22,5.43
AEP,1962-06-25,27.44
HON,1962-06-25,5.39
AEP,1962-06-26,27.31
HON,1962-06-26,5.45
AEP,1962-06-27,27.0
HON,1962-06-27,5.5
AEP,1962-06-28,28.12
HON,1962-06-28,5.69
AEP,1962-06-29,28.19
HON,1962-06-29,5.82
AEP,1962-07-02,28.62
HON,1962-07-02,5.76
AEP,1962-07-03,30.0
HON,1962-07-03,5.84
AEP,1962-07-05,30.5
HON,1962-07-05,5.91
AEP,1962-07-06,30.69
HON,1962-07-06,5.73
AEP,1962-07-09,30.75
HON,1962-07-09,5.67
AEP,1962-07-10,30.75
HON,1962-07-10,5.84
AEP,1962-07-11,31.0
HON,1962-07-11,5.84
AEP,1962-07-12,31.12
HON,1962-07-12,5.84
AEP,1962-07-13,31.38
HON,1962-07-13,5.82
AEP,1962-07-16,32.0
HON,1962-07-16,5.69
AEP,1962-07-17,31.69
HON,1962-07-17,5.61
AEP,1962-07-18,31.0
HON,1962-07-18,5.48
AEP,1962-07-19,30.94
HON,1962-07-19,5.47
AEP,1962-07-20,31.0
HON,1962-07-20,5.43
AEP,1962-07-23,31.12
HON,1962-07-23,5.43
AEP,1962-07-24,31.0
HON,1962-07-24,5.45
AEP,1962-07-25,31.38
HON,1962-07-25,5.41
AEP,1962-07-26,31.38
HON,1962-07-26,5.47
AEP,1962-07-27,31.88
HON,1962-07-27,5.47
AEP,1962-07-30,32.75
HON,1962-07-30,5.5
AEP,1962-07-31,32.56
HON,1962-07-31,5.54
AEP,1962-08-01,32.25
HON,1962-08-01,5.47
AEP,1962-08-02,32.25
HON,1962-08-02,5.45
AEP,1962-08-03,32.25
HON,1962-08-03,5.5
AEP,1962-08-06,31.94
HON,1962-08-06,5.54
AEP,1962-08-07,31.81
HON,1962-08-07,5.5
AEP,1962-08-08,31.75
HON,1962-08-08,5.47
AEP,1962-08-09,31.75
HON,1962-08-09,5.43
AEP,1962-08-10,31.5
HON,1962-08-10,5.47
AEP,1962-08-13,31.5
HON,1962-08-13,5.47
AEP,1962-08-14,31.5
HON,1962-08-14,5.47
AEP,1962-08-15,31.38
HON,1962-08-15,5.61
AEP,1962-08-16,31.31
HON,1962-08-16,5.54
AEP,1962-08-17,31.12
HON,1962-08-17,5.6
AEP,1962-08-20,31.69
HON,1962-08-20,5.69
AEP,1962-08-21,31.62
HON,1962-08-21,5.69
AEP,1962-08-22,31.44
HON,1962-08-22,5.84
AEP,1962-08-23,31.44
HON,1962-08-23,5.76
AEP,1962-08-24,31.62
HON,1962-08-24,5.69
AEP,1962-08-27,31.38
HON,1962-08-27,5.71
AEP,1962-08-28,31.19
HON,1962-08-28,5.67
AEP,1962-08-29,31.38
HON,1962-08-29,5.67
AEP,1962-08-30,31.62
HON,1962-08-30,5.65
AEP,1962-08-31,31.88
HON,1962-08-31,5.71
AEP,1962-09-04,31.75
HON,1962-09-04,5.67
AEP,1962-09-05,31.56
HON,1962-09-05,5.65
AEP,1962-09-06,32.06
HON,1962-09-06,5.63
AEP,1962-09-07,32.12
HON,1962-09-07,5.63
AEP,1962-09-10,32.06
HON,1962-09-10,5.6
AEP,1962-09-11,32.06
HON,1962-09-11,5.67
AEP,1962-09-12,32.25
HON,1962-09-12,5.8
AEP,1962-09-13,32.06
HON,1962-09-13,5.86
AEP,1962-09-14,32.12
HON,1962-09-14,5.84
AEP,1962-09-17,32.12
HON,1962-09-17,5.84
AEP,1962-09-18,32.5
HON,1962-09-18,5.82
AEP,1962-09-19,32.94
HON,1962-09-19,5.84
AEP,1962-09-20,32.44
HON,1962-09-20,5.65
AEP,1962-09-21,31.94
HON,1962-09-21,5.65
AEP,1962-09-24,31.75
HON,1962-09-24,5.58
AEP,1962-09-25,31.75
HON,1962-09-25,5.73
AEP,1962-09-26,31.25
HON,1962-09-26,5.6
AEP,1962-09-27,31.5
HON,1962-09-27,5.56
AEP,1962-09-28,31.44
HON,1962-09-28,5.58
AEP,1962-10-01,31.12
HON,1962-10-01,5.54
AEP,1962-10-02,31.12
HON,1962-10-02,5.58
AEP,1962-10-03,31.44
HON,1962-10-03,5.5
AEP,1962-10-04,31.44
HON,1962-10-04,5.5
AEP,1962-10-05,31.44
HON,1962-10-05,5.58
AEP,1962-10-08,32.25
HON,1962-10-08,5.61
AEP,1962-10-09,32.0
HON,1962-10-09,5.6
AEP,1962-10-10,32.38
HON,1962-10-10,5.61
AEP,1962-10-11,32.44
HON,1962-10-11,5.63
AEP,1962-10-12,32.12
HON,1962-10-12,5.67
AEP,1962-10-15,32.31
HON,1962-10-15,5.73
AEP,1962-10-16,32.12
HON,1962-10-16,5.71
AEP,1962-10-17,32.12
HON,1962-10-17,5.6
AEP,1962-10-18,32.0
HON,1962-10-18,5.52
AEP,1962-10-19,31.5
HON,1962-10-19,5.48
AEP,1962-10-22,31.06
HON,1962-10-22,5.43
AEP,1962-10-23,29.56
HON,1962-10-23,5.24
AEP,1962-10-24,29.5
HON,1962-10-24,5.45
AEP,1962-10-25,29.25
HON,1962-10-25,5.35
AEP,1962-10-26,29.88
HON,1962-10-26,5.37
AEP,1962-10-29,30.75
HON,1962-10-29,5.58
AEP,1962-10-30,31.12
HON,1962-10-30,5.69
AEP,1962-10-31,31.0
HON,1962-10-31,5.71
AEP,1962-11-01,30.75
HON,1962-11-01,5.82
AEP,1962-11-02,31.38
HON,1962-11-02,5.86
AEP,1962-11-05,32.5
HON,1962-11-05,5.75
AEP,1962-11-07,32.25
HON,1962-11-07,5.88
AEP,1962-11-08,31.5
HON,1962-11-08,5.99
AEP,1962-11-09,32.12
HON,1962-11-09,6.18
AEP,1962-11-12,32.5
HON,1962-11-12,6.31
AEP,1962-11-13,32.0
HON,1962-11-13,6.16
AEP,1962-11-14,32.62
HON,1962-11-14,6.14
AEP,1962-11-15,33.38
HON,1962-11-15,6.14
AEP,1962-11-16,34.0
HON,1962-11-16,6.2
AEP,1962-11-19,34.12
HON,1962-11-19,6.27
AEP,1962-11-20,35.25
HON,1962-11-20,6.29
AEP,1962-11-21,35.38
HON,1962-11-21,6.42
AEP,1962-11-23,34.88
HON,1962-11-23,6.48
AEP,1962-11-26,34.5
HON,1962-11-26,6.36
AEP,1962-11-27,34.38
HON,1962-11-27,6.53
AEP,1962-11-28,33.88
HON,1962-11-28,6.49
AEP,1962-11-29,33.88
HON,1962-11-29,6.49
AEP,1962-11-30,32.75
HON,1962-11-30,6.46
AEP,1962-12-03,33.0
HON,1962-12-03,6.33
AEP,1962-12-04,33.75
HON,1962-12-04,6.31
AEP,1962-12-05,33.75
HON,1962-12-05,6.36
AEP,1962-12-06,33.25
HON,1962-12-06,6.4
AEP,1962-12-07,33.38
HON,1962-12-07,6.33
AEP,1962-12-10,33.75
HON,1962-12-10,6.23
AEP,1962-12-11,33.62
HON,1962-12-11,6.23
AEP,1962-12-12,33.5
HON,1962-12-12,6.25
AEP,1962-12-13,33.12
HON,1962-12-13,6.29
AEP,1962-12-14,32.5
HON,1962-12-14,6.33
AEP,1962-12-17,32.75
HON,1962-12-17,6.34
AEP,1962-12-18,32.25
HON,1962-12-18,6.29
AEP,1962-12-19,32.88
HON,1962-12-19,6.44
AEP,1962-12-20,33.88
HON,1962-12-20,6.46
AEP,1962-12-21,34.5
HON,1962-12-21,6.48
AEP,1962-12-24,34.38
HON,1962-12-24,6.44
AEP,1962-12-26,34.5
HON,1962-12-26,6.53
AEP,1962-12-27,35.0
HON,1962-12-27,6.59
AEP,1962-12-28,35.38
HON,1962-12-28,6.59
AEP,1962-12-31,35.62
HON,1962-12-31,6.63
AEP,1963-01-02,35.75
HON,1963-01-02,6.48
AEP,1963-01-03,36.0
HON,1963-01-03,6.51
AEP,1963-01-04,35.5
HON,1963-01-04,6.55
AEP,1963-01-07,35.0
HON,1963-01-07,6.59
AEP,1963-01-08,35.25
HON,1963-01-08,6.74
AEP,1963-01-09,35.12
HON,1963-01-09,6.85
AEP,1963-01-10,35.75
HON,1963-01-10,6.81
AEP,1963-01-11,35.88
HON,1963-01-11,6.79
AEP,1963-01-14,35.12
HON,1963-01-14,6.89
AEP,1963-01-15,35.12
HON,1963-01-15,6.74
AEP,1963-01-16,35.25
HON,1963-01-16,6.63
AEP,1963-01-17,35.0
HON,1963-01-17,6.66
AEP,1963-01-18,35.0
HON,1963-01-18,6.53
AEP,1963-01-21,34.88
HON,1963-01-21,6.57
AEP,1963-01-22,35.25
HON,1963-01-22,6.59
AEP,1963-01-23,35.38
HON,1963-01-23,6.57
AEP,1963-01-24,34.38
HON,1963-01-24,6.53
AEP,1963-01-25,35.5
HON,1963-01-25,6.53
AEP,1963-01-28,35.0
HON,1963-01-28,6.57
AEP,1963-01-29,35.38
HON,1963-01-29,6.78
AEP,1963-01-30,34.62
HON,1963-01-30,6.68
AEP,1963-01-31,35.0
HON,1963-01-31,6.79
AEP,1963-02-01,35.0
HON,1963-02-01,6.78
AEP,1963-02-04,34.75
HON,1963-02-04,6.74
AEP,1963-02-05,34.0
HON,1963-02-05,6.74
AEP,1963-02-06,34.5
HON,1963-02-06,6.74
AEP,1963-02-07,34.12
HON,1963-02-07,6.78
AEP,1963-02-08,33.75
HON,1963-02-08,6.7
AEP,1963-02-11,34.38
HON,1963-02-11,6.68
AEP,1963-02-12,34.5
HON,1963-02-12,6.59
AEP,1963-02-13,34.75
HON,1963-02-13,6.68
AEP,1963-02-14,35.0
HON,1963-02-14,6.7
AEP,1963-02-15,34.75
HON,1963-02-15,6.72
AEP,1963-02-18,34.75
HON,1963-02-18,6.66
AEP,1963-02-19,34.88
HON,1963-02-19,6.66
AEP,1963-02-20,34.62
HON,1963-02-20,6.63
AEP,1963-02-21,34.0
HON,1963-02-21,6.66
AEP,1963-02-25,33.88
HON,1963-02-25,6.63
AEP,1963-02-26,33.88
HON,1963-02-26,6.57
AEP,1963-02-27,33.75
HON,1963-02-27,6.55
AEP,1963-02-28,33.25
HON,1963-02-28,6.49
AEP,1963-03-01,32.38
HON,1963-03-01,6.36
AEP,1963-03-04,33.38
HON,1963-03-04,6.53
AEP,1963-03-05,33.75
HON,1963-03-05,6.51
AEP,1963-03-06,33.75
HON,1963-03-06,6.63
AEP,1963-03-07,34.0
HON,1963-03-07,6.68
AEP,1963-03-08,34.38
HON,1963-03-08,6.7
AEP,1963-03-11,34.75
HON,1963-03-11,6.64
AEP,1963-03-12,34.75
HON,1963-03-12,6.66
AEP,1963-03-13,34.75
HON,1963-03-13,6.68
AEP,1963-03-14,34.5
HON,1963-03-14,6.66
AEP,1963-03-15,34.62
HON,1963-03-15,6.7
AEP,1963-03-18,34.25
HON,1963-03-18,6.66
AEP,1963-03-19,33.75
HON,1963-03-19,6.63
AEP,1963-03-20,34.0
HON,1963-03-20,6.66
AEP,1963-03-21,34.25
HON,1963-03-21,6.55
AEP,1963-03-22,34.25
HON,1963-03-22,6.66
AEP,1963-03-25,34.38
HON,1963-03-25,6.66
AEP,1963-03-26,33.62
HON,1963-03-26,6.63
AEP,1963-03-27,34.75
HON,1963-03-27,6.68
AEP,1963-03-28,34.38
HON,1963-03-28,6.7
AEP,1963-03-29,34.12
HON,1963-03-29,6.76
AEP,1963-04-01,34.88
HON,1963-04-01,6.89
AEP,1963-04-02,35.12
HON,1963-04-02,6.87
AEP,1963-04-03,35.38
HON,1963-04-03,7.0
AEP,1963-04-04,35.75
HON,1963-04-04,7.13
AEP,1963-04-05,35.62
HON,1963-04-05,7.24
AEP,1963-04-08,35.5
HON,1963-04-08,7.26
AEP,1963-04-09,35.88
HON,1963-04-09,7.24
AEP,1963-04-10,36.5
HON,1963-04-10,7.19
AEP,1963-04-11,36.0
HON,1963-04-11,7.17
AEP,1963-04-15,35.88
HON,1963-04-15,7.06
AEP,1963-04-16,36.25
HON,1963-04-16,7.07
AEP,1963-04-17,36.12
HON,1963-04-17,7.15
AEP,1963-04-18,36.38
HON,1963-04-18,7.13
AEP,1963-04-19,36.5
HON,1963-04-19,7.19
AEP,1963-04-22,36.0
HON,1963-04-22,7.15
AEP,1963-04-23,36.0
HON,1963-04-23,7.37
AEP,1963-04-24,36.25
HON,1963-04-24,7.43
AEP,1963-04-25,36.5
HON,1963-04-25,7.37
AEP,1963-04-26,36.25
HON,1963-04-26,7.34
AEP,1963-04-29,36.12
HON,1963-04-29,7.49
AEP,1963-04-30,36.38
HON,1963-04-30,7.51
AEP,1963-05-01,36.5
HON,1963-05-01,7.6
AEP,1963-05-02,37.0
HON,1963-05-02,7.64
AEP,1963-05-03,37.0
HON,1963-05-03,7.67
AEP,1963-05-06,37.0
HON,1963-05-06,7.58
AEP,1963-05-07,36.38
HON,1963-05-07,7.54
AEP,1963-05-08,37.0
HON,1963-05-08,7.67
AEP,1963-05-09,36.75
HON,1963-05-09,7.75
AEP,1963-05-10,36.75
HON,1963-05-10,7.73
AEP,1963-05-13,37.12
HON,1963-05-13,7.67
AEP,1963-05-14,36.5
HON,1963-05-14,7.62
AEP,1963-05-15,37.5
HON,1963-05-15,7.56
AEP,1963-05-16,37.38
HON,1963-05-16,7.49
AEP,1963-05-17,37.25
HON,1963-05-17,7.45
AEP,1963-05-20,37.25
HON,1963-05-20,7.36
AEP,1963-05-21,37.0
HON,1963-05-21,7.49
AEP,1963-05-22,36.12
HON,1963-05-22,7.45
AEP,1963-05-23,36.62
HON,1963-05-23,7.47
AEP,1963-05-24,36.25
HON,1963-05-24,7.37
AEP,1963-05-27,35.88
HON,1963-05-27,7.34
AEP,1963-05-28,36.0
HON,1963-05-28,7.37
AEP,1963-05-29,35.62
HON,1963-05-29,7.49
AEP,1963-05-31,35.62
HON,1963-05-31,7.45
AEP,1963-06-03,35.38
HON,1963-06-03,7.47
AEP,1963-06-04,35.5
HON,1963-06-04,7.39
AEP,1963-06-05,35.12
HON,1963-06-05,7.36
AEP,1963-06-06,34.88
HON,1963-06-06,7.37
AEP,1963-06-07,34.75
HON,1963-06-07,7.45
AEP,1963-06-10,35.38
HON,1963-06-10,7.15
AEP,1963-06-11,36.0
HON,1963-06-11,7.34
AEP,1963-06-12,36.0
HON,1963-06-12,7.56
AEP,1963-06-13,35.62
HON,1963-06-13,7.56
AEP,1963-06-14,36.0
HON,1963-06-14,7.67
AEP,1963-06-17,36.0
HON,1963-06-17,7.64
AEP,1963-06-18,35.62
HON,1963-06-18,7.62
AEP,1963-06-19,35.75
HON,1963-06-19,7.56
AEP,1963-06-20,36.0
HON,1963-06-20,7.58
AEP,1963-06-21,36.0
HON,1963-06-21,7.56
AEP,1963-06-24,35.62
HON,1963-06-24,7.58
AEP,1963-06-25,35.62
HON,1963-06-25,7.52
AEP,1963-06-26,35.0
HON,1963-06-26,7.47
AEP,1963-06-27,35.25
HON,1963-06-27,7.3
AEP,1963-06-28,35.88
HON,1963-06-28,7.26
AEP,1963-07-01,35.62
HON,1963-07-01,7.06
AEP,1963-07-02,36.12
HON,1963-07-02,7.22
AEP,1963-07-03,36.25
HON,1963-07-03,7.26
AEP,1963-07-05,36.25
HON,1963-07-05,7.37
AEP,1963-07-08,36.12
HON,1963-07-08,7.45
AEP,1963-07-09,36.25
HON,1963-07-09,7.51
AEP,1963-07-10,36.25
HON,1963-07-10,7.49
AEP,1963-07-11,36.5
HON,1963-07-11,7.43
AEP,1963-07-12,36.75
HON,1963-07-12,7.39
AEP,1963-07-15,36.5
HON,1963-07-15,7.3
AEP,1963-07-16,36.5
HON,1963-07-16,7.34
AEP,1963-07-17,36.5
HON,1963-07-17,7.22
AEP,1963-07-18,36.75
HON,1963-07-18,7.13
AEP,1963-07-19,36.62
HON,1963-07-19,7.21
AEP,1963-07-22,36.75
HON,1963-07-22,7.17
AEP,1963-07-23,36.62
HON,1963-07-23,7.11
AEP,1963-07-24,37.0
HON,1963-07-24,7.11
AEP,1963-07-25,37.0
HON,1963-07-25,7.15
AEP,1963-07-26,37.62
HON,1963-07-26,7.15
AEP,1963-07-29,37.5
HON,1963-07-29,7.19
AEP,1963-07-30,38.0
HON,1963-07-30,7.41
AEP,1963-07-31,37.25
HON,1963-07-31,7.43
AEP,1963-08-01,37.5
HON,1963-08-01,7.47
AEP,1963-08-02,37.38
HON,1963-08-02,7.52
AEP,1963-08-05,37.5
HON,1963-08-05,7.6
AEP,1963-08-06,37.62
HON,1963-08-06,7.54
AEP,1963-08-07,37.25
HON,1963-08-07,7.6
AEP,1963-08-08,37.62
HON,1963-08-08,7.52
AEP,1963-08-09,38.12
HON,1963-08-09,7.56
AEP,1963-08-12,38.5
HON,1963-08-12,7.58
AEP,1963-08-13,38.12
HON,1963-08-13,7.54
AEP,1963-08-14,38.5
HON,1963-08-14,7.45
AEP,1963-08-15,38.25
HON,1963-08-15,7.52
AEP,1963-08-16,37.75
HON,1963-08-16,7.49
AEP,1963-08-19,37.62
HON,1963-08-19,7.54
AEP,1963-08-20,37.75
HON,1963-08-20,7.47
AEP,1963-08-21,37.75
HON,1963-08-21,7.49
AEP,1963-08-22,37.75
HON,1963-08-22,7.52
AEP,1963-08-23,37.88
HON,1963-08-23,7.58
AEP,1963-08-26,37.88
HON,1963-08-26,7.65
AEP,1963-08-27,37.75
HON,1963-08-27,7.6
AEP,1963-08-28,37.75
HON,1963-08-28,7.6
AEP,1963-08-29,37.88
HON,1963-08-29,7.52
AEP,1963-08-30,37.88
HON,1963-08-30,7.49
AEP,1963-09-03,38.0
HON,1963-09-03,7.58
AEP,1963-09-04,37.75
HON,1963-09-04,7.69
AEP,1963-09-05,38.38
HON,1963-09-05,7.79
AEP,1963-09-06,37.88
HON,1963-09-06,7.67
AEP,1963-09-09,37.38
HON,1963-09-09,7.64
AEP,1963-09-10,37.75
HON,1963-09-10,7.8
AEP,1963-09-11,37.62
HON,1963-09-11,7.86
AEP,1963-09-12,37.5
HON,1963-09-12,7.94
AEP,1963-09-13,37.0
HON,1963-09-13,7.84
AEP,1963-09-16,37.25
HON,1963-09-16,7.88
AEP,1963-09-17,37.12
HON,1963-09-17,7.94
AEP,1963-09-18,36.12
HON,1963-09-18,7.88
AEP,1963-09-19,36.75
HON,1963-09-19,7.94
AEP,1963-09-20,36.88
HON,1963-09-20,7.8
AEP,1963-09-23,36.62
HON,1963-09-23,7.79
AEP,1963-09-24,36.88
HON,1963-09-24,7.79
AEP,1963-09-25,36.38
HON,1963-09-25,7.64
AEP,1963-09-26,36.75
HON,1963-09-26,7.64
AEP,1963-09-27,37.0
HON,1963-09-27,7.62
AEP,1963-09-30,36.75
HON,1963-09-30,7.51
AEP,1963-10-01,37.12
HON,1963-10-01,7.69
AEP,1963-10-02,36.75
HON,1963-10-02,7.62
AEP,1963-10-03,37.0
HON,1963-10-03,7.71
AEP,1963-10-04,36.38
HON,1963-10-04,7.6
AEP,1963-10-07,36.5
HON,1963-10-07,7.65
AEP,1963-10-08,36.5
HON,1963-10-08,7.6
AEP,1963-10-09,36.38
HON,1963-10-09,7.58
AEP,1963-10-10,36.0
HON,1963-10-10,7.64
AEP,1963-10-11,36.25
HON,1963-10-11,7.69
AEP,1963-10-14,36.25
HON,1963-10-14,7.69
AEP,1963-10-15,36.5
HON,1963-10-15,7.75
AEP,1963-10-16,36.5
HON,1963-10-16,7.86
AEP,1963-10-17,36.25
HON,1963-10-17,7.94
AEP,1963-10-18,36.0
HON,1963-10-18,7.95
AEP,1963-10-21,36.25
HON,1963-10-21,7.92
AEP,1963-10-22,36.25
HON,1963-10-22,7.94
AEP,1963-10-23,36.0
HON,1963-10-23,7.97
AEP,1963-10-24,36.12
HON,1963-10-24,8.03
AEP,1963-10-25,36.88
HON,1963-10-25,8.09
AEP,1963-10-28,36.75
HON,1963-10-28,8.07
AEP,1963-10-29,37.0
HON,1963-10-29,8.2
AEP,1963-10-30,38.0
HON,1963-10-30,8.2
AEP,1963-10-31,38.38
HON,1963-10-31,8.05
AEP,1963-11-01,39.12
HON,1963-11-01,8.07
AEP,1963-11-04,39.0
HON,1963-11-04,7.97
AEP,1963-11-06,38.5
HON,1963-11-06,7.82
AEP,1963-11-07,39.38
HON,1963-11-07,7.95
AEP,1963-11-08,39.0
HON,1963-11-08,8.07
AEP,1963-11-11,38.75
HON,1963-11-11,8.14
AEP,1963-11-12,38.62
HON,1963-11-12,8.2
AEP,1963-11-13,38.38
HON,1963-11-13,8.14
AEP,1963-11-14,37.62
HON,1963-11-14,8.05
AEP,1963-11-15,37.25
HON,1963-11-15,7.99
AEP,1963-11-18,37.5
HON,1963-11-18,7.84
AEP,1963-11-19,37.62
HON,1963-11-19,7.94
AEP,1963-11-20,37.75
HON,1963-11-20,7.97
AEP,1963-11-21,37.0
HON,1963-11-21,7.99
AEP,1963-11-22,36.62
HON,1963-11-22,7.34
AEP,1963-11-26,37.5
HON,1963-11-26,8.05
AEP,1963-11-27,37.25
HON,1963-11-27,8.01
AEP,1963-11-29,37.62
HON,1963-11-29,8.1
